prompt,reference,split
"
Question: Christoff's Lawn & Lot is a small business that provides landscaping and grass cutting services in the spring and summer. Christoff's usually contracts with customers on an annual basis, with the terms set out at the beginning of the season. This year, the area experienced a significant amount of rain, causing the grass to grow more quickly. Christoff's was required to cut the grass every time it grew 2 inches, and no matter how many times it needed cutting, the customer paid the same monthly amount based on the original contract. The price of gas has now grown by 35% causing Christoff's to pay more for their supplies. The demand for gas despite its price represents _____ demand for Christoff's Lawn & Lot.

a. elastic

b. inelastic

c. derived

d. joint

e. separate

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) inelastic,train
"
Question: True or false? Companies that choose to export products to a foreign country spend more to enter that market than companies that choose to build their own factories.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",False,train
"
Question: There are hundreds of high school students in need of algebra help services in San Diego. Dozens of companies offer math services, and the parents who seek out a math help view the quality of the assistance in math at the different companies to be largely the same.

a. yes, meets all assumptions

b. No, no free entry,

c. No, not many sellers,

d. No not an identical product

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(A) yes, meets all assumptions",train
"
Question: This problem shows how to estimate the cumulative effect of a tax cut on a country's economy. Suppose the government proposes a tax cut totaling $100 million. We assume that all the people who have extra money spend 80% of it and save 20%. Thus, of the extra income generated by the tax cut, $100(0.8) million = $80 million is spent and becomes extra income to someone else. These people also spend 80% of their additional income, or $80(0.8) million, and so on.

Calculate the total additional spending created by such a tax cut.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",$400 million,train
"
Question: Susan (age 29) is single but has the son of her brother living with her as her dependent. If her AGI is {eq}\$27,250

{/eq}, what is her tax liability before any allowable tax credits?

Select one:

a. {eq}\$900

{/eq}

b. {eq}\$1,000

{/eq}

c. {eq}\$1,025

{/eq}

d. {eq}\$1,200

{/eq}.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) {eq}\$900,train
"
Question: What types of businesses benefit the most if the country's currency depreciates?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Export businesses and foreign investors benefit the most from currency depreciation.,train
"
Question: Five fishermen live in a village and have no other employment or income-earning possibilities besides fishing. They each own a boat that is suitable for fishing but does not have any resale value. Fish are worth $5 per pound, and the marginal cost of operating the boat is $500 per month. They all fish a river next to the village. According to the following schedule, they have determined that, when there are more of them out on the river fishing, they each catch fewer fish per month. If four boats operate, then each boat will make a profit of:

A) $775.00.

B) $500.00.

C) $675.00.

D) $68.75.

E) $275.00.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(E) $275.00.,train
"
Question: The consumer price elasticity of city 1 is -5, and the consumer price elasticity of city 2 is -2. The total cost of your location is the same: 60Q + 30. What is the mark up in city 2?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",50%,train
"
Question: Due to interest rate differential, is it almost inevitable that the Rupee will keep depreciating against US Dollar in the long run to neutralize any arbitrage opportunities?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",No,train
"
Question: Amy receives a painting from her mother, Sandy, as a gift. Sandy's adjusted basis in the painting is $200,000. At the time of the gift, the painting is worth $350,000. Sandy paid $30,000 in a gift tax. What is Amy's basis in the painting?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","$230,000",train
"
Question: In the globalized AS/AD model, the world supply curve is:

a. vertical.

b. upward-sloping.

c. horizontal.

d. downward-sloping.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(C) horizontal.,train
"
Question: When the economy is at full employment, which types of unemployment remain?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Frictional unemployment,train
"
Question: Danielle owns a vacation cottage. During the current year, she rented it for $1,500 for 2 weeks, lived in it for 2 months, and left it vacant the remainder of the year. The year's expenses were $6,000 mortgage interest expense, $500 property taxes, $1,500 in utilities, and $2,400 depreciation. As a consequence of the above, which of the following is true?

a. The income is excluded. b. The mortgage interest and property tax expenses are itemized. c. Other expenses are nondeductible personal expenses. d. A, B, and C e) A and B only

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) The mortgage interest and property tax expenses are itemized.,train
"
Question: Quantity of CDs Purchased 
   Total Utility Marginal Utility 
   
  
  
   
   1 
   75 
   
   
   2 
   135 
   
   
   3 
   185 
   
   
   4 
   35 
   
   
   5 
   25 
   
   
   6 
   15 
   
  


According to the table, what is the total utility when six CDs are purchased?

a. 65

b. 260

c. 120

d. 220

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(B) 260,train
"
Question: Chad's income went from $1,000 per week to $1,500 per week. As a result, he increased his consumption of steak from 1 pound a week to 3 pounds a week. Based on his consumption patterns, the income elasticity of steak for Chad is

a) 2.50.

b) -1.50.

c) .50

d) -.50

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(1) 2.50.,train
"
Question: Derive the formula for calculating elasticity of demand.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Ed = (ΔQ/ΔP) * (P/Q),train
"
Question: Seller X sells her good for $40. The price index is currently 140. If the price of Seller X's good rises to $50 and the price index rises by the same percentage, according to the producer misperception explanation of the upward-sloping SRAS curve, what would the seller think of the relative price of her good?

A) It has risen.

B) It has remained constant.

C) It has fallen.

D) Either Parts B or C could be correct, depending on the expectations.

E) There is not enough information to answer this question.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) It has risen.,train
"
Question: Often times when a college campus has overcrowded parking, they raise the price of parking permits to lessen the problem. Does this policy work? Explain why or why not using supply and demand and/or elasticity.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Yes,train
"
Question: Here is a game that arises in resource economics. There are two fishing spots, one hot and one cold. The hot spot has 20 fish, whereas the cold spot has only 12 fish. There are two fishers, 1 and 2. A fisher can go to either spot to fish, but only to a single spot. If two fishers go to the same spot, they divide what they catch equally.

Find three Nash equilibria for this game.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","Three Nash equilibria for this game are (Hot, Hot), (Hot, Cold), and (Cold, Hot).",train
"
Question: Why wouldn't it make sense for an individual earning $500/hour and working 10 hours a day to spend 3 hours (taken from the 10 hours) to shovel snow from their driveway? FYI- To hire someone to shovel snow costs $30/hour.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",$90,train
"
Question: Which of the following is not an economic institution? Why?

a. Corporations

b.Government

c. Cultural norms

d. none of these options

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(C) Cultural norms,train
"
Question: Clarence Timmins has a home-based job but he does not own the house. Can he claim that deduction on taxes?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",Yes,train
"
Question: According to purchasing-power parity, if prices in the United States increase by a larger percentage than prices
 

in the United Kingdom, then the
a. real exchange rate rises.
b. nominal exchange rate rises.
c. real exchange rate falls.
d. nominal exchange rate falls.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) nominal exchange rate falls.,train
"
Question: Suppose the own-price elasticity of demand for Good X was -2.0. If the price of Good X goes down by 10%, determine the percentage change in quantity demanded.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",20,train
"
Question: Suppose the own-price elasticity of market demand for retail gasoline is -0.7, the Rothschild index is 0.3, and a typical gasoline retailer enjoys sales of $2,500,000 annually. What is the price elasticity of demand for a representative gasoline retailer's product?

Round your answer to 2 decimal places

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",-2.33,train
"
Question: Suppose that market demand for a good is given by  Q = 2 - 0.5 P where Q is the quantity of the good in units of the good in units, and P price of the good in $ per unit. Suppose that current price is $ 0.8/ unit. Using the mid point formula, calculate the price elasticity of demand associated with the price increase by 36%. Round answer to two decimal place.

Answer:_____

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",-0.31,train
"
Question: Suppose a computer manufacturer is producing in the short run when capital is fixed and the only variable factor of production is labor.

The firm's production data is given in the table below.

What does the production function given illustrate?

 
  
   
   Labor 
   Quantity of Computers Produced 
   
  
  
   
   0 
   0 
   
   
   1 
   20 
   
   
   2 
   28 
   
   
   3 
   35 
   
   
   4 
   40 
   
   
   5 
   52 
   
  


a. Decreasing marginal productivity labor.

b. Increasing marginal productivity of labor.

c. Decreasing marginal productivity of capital.

d. Increasing marginal productivity of capital.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) Decreasing marginal productivity labor.,train
"
Question: In economics, a situation in which the government spends more than it takes in is called?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",fiscal deficit,train
"
Question: Your friend produces go-carts (made using steel). the price of steel decreases. as a result, your friend _____ his prices. raises lowers does not change

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",B,train
"
Question: In market A, a firm with market power faces an inverse demand curve of P = 10 - Q and a marginal cost that is constant at $2. In market B, a firm with market power faces an inverse demand curve of P = 8 - 0.75Q and a marginal cost of $2. Producer surplus in market A is {eq}\_\_\_\_\_\_\_\_\_

{/eq} than in market B.

A) $8 higher

B) $4 higher

C) $2 lower

D) $1 lower

Show your complete solution.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) $8 higher,train
"
Question: According to Modern Corporate Finance, which is not among the four most important economic principles of finance?

a) Conservation of value

b) Diminishing marginal return

c) Diminishing marginal utility of wealth

d) Depreciation of value

e) Positive marginal utility of wealth

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(D) Depreciation of value,train
"
Question: Labor Hours Needed to Make 1 pound of: 
    
   Amount Produced in 40 hours 
    
   
   
    
   Meat 
   Potatoes 
   Meat  
   Potatoes 
   
   
   Farmer 
   8 hours/pound 
   5 hours/pound 
   5 pounds 
   8 pounds 
   
   
   Rancher 
   4 hours/pound 
   10 hours/pound 
   10 pounds 
   4 pounds 
   
  


For the farmer, the opportunity cost of 1 pound of potatoes is

a. 0.625 pounds of meat

b. 1.0 pounds of meat

c. 1.6 pounds of meat

d. 3.2 pounds of meat

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(1) 0.625 pounds of meat,train
"
Question: The business cycle is the long-run alternation between economic downturns and economic upturns.

Is this True or False?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",False,train
"
Question: Dan bought some shares of a company at a total cost of $17,500 3 years ago. Today the value of these stocks is $27,800. If Dan donates all these shares to the charity, how much would be his cash savings from this tax strategy? Assume Dan is in 28% marginal tax bracket and long term capital gain tax rate is 15%.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","$9,329",train
"
Question: The future of cities in the United States and in other countries will be determined by their ability to benefit from the _________________ and to minimize or counterbalance the ______________________.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",B,train
"
Question: If the government gives firms a temporary investment tax credit:

a. firm will invest now rather than in the future.

b. it will increase {eq}\bar a_1

{/eq}

c. it will increase {eq}\bar a

{/eq}

d. All of these answers are correct.

e. None of these answers are correct.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) firm will invest now rather than in the future.,train
"
Question: If XYZ Corporation buys an original Matisse painting to hang in its board room, then:

a. GDP decreases by the amount of the purchase because C decreases.

b. GDP increases by the amount of the purchase because I increases.

c. GDP is unaffected because it is a second hand sale.

d. GDP decreases because I decreases.

e. I increases, but C decreases.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(C) GDP is unaffected because it is a second hand sale.,train
"
Question: Which of the following must be true of an economy in equilibrium with no foreign sector (check all that apply)?

G - T = S - II
S + II = T + G
The sum of all injections equals the sum of all leakages
Actual investment (including inventories) is equal to intended investment
There are no savings (S = 0)
Any private surplus will be equal to a public (government) deficit of the same size (dollar value)

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","A, C, D, F",train
"
Question: A person who has an absolute advantage in the production of all goods will:

a) not have a comparative advantage in the production of any goods.

b) produce all goods at the lowest opportunity cost.

c) have a comparative advantage in the production of only some goods and not others.

d) not be able to gain from specialization and trade.

e) also have a comparative advantage in the production of all goods.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(C) have a comparative advantage in the production of only some goods and not others.,train
"
Question: A monopoly faces a market demand Q(p)=1500-5p and has costs C(q)=120q. Suppose that the government intervenes the market and splits the monopoly into two firms with costs C1(q)=120q and C2(q)=120q. If the newly created firms compete in quantities (Cournot competition), then the DWL in this market is?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",9000,train
"
Question: The supply curve for a monopolist is given by:

a. The firm's marginal cost curve above the average variable cost curve,

b. The one point on the demand curve that corresponds to the quantity for which price is equal to marginal cost,

c. The one point on the demand curve that corresponds to the quantity for which marginal revenue equals marginal cost,

d. The entire demand curve above the point where the price is equal to average cost.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","(C) The one point on the demand curve that corresponds to the quantity for which marginal revenue equals marginal cost,",train
"
Question: Using the conventional Benefit to Cost ratio equation, should the following public project be recommended? The department's MARR is 7%.

IC= $300K

O&M= $10K

Annual benefit= $50K

Annual disbenefit= $5K

Salvage= $15K

Life= 15 years

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",1.055,train
"
Question: The principle that a firm should produce up to the point where the marginal revenue from the sale of an extra unit of output is equal to the marginal cost of producing the extra unit applies:

a) to both perfectly competitive firms and monopolies only

b) to monopolies only

c) to perfectly competitive firms only

d) to firms that can employ discriminatory pricing strategies

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(A) to both perfectly competitive firms and monopolies only,train
"
Question: Suppose that Hezekiah has non-labor income and the marginal income tax rate goes down.

Draw his budget constraint before and after-tax decrease and decompose the change in hours worked into an income and substitution effects.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
","The initial budget constraint is LM1. After the tax decrease, the budget constraint pivots to LM2. To isolate the substitution effect, we draw a compensated budget line L'M3, parallel to LM2 and tangent to the original indifference curve.  The movement from L to L' represents the substitution effect (increased labor supply). The movement from L' to L2 represents the income effect (decreased labor supply). In this case, the income effect dominates, leading to an overall decrease in hours worked (from L to L2).",train
"
Question: Fixed costs

a. exist in the short-run only.

b. exist in the long-run only.

c. exist in both the short-run and long-run.

d. can never be escaped.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",(C) exist in both the short-run and long-run.,train
"
Question: True or false? A monopolist is different from a perfect competitor by the monopolist's price being equal to average revenue.

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",False,train
"
Question: Consider the following investment game: Sender has $6 to invest. If he does not send it, his payoff is $6, and the receiver's payoff is $0. If he sends the money to the receiver, the amount is tripled to $18, and the receiver can either keep the $18 to himself, giving the sender $0, or give 2/3 of the $18 to the sender. In this case, the receiver's payoff is $6, and the of the sender is $12.

Now consider the case where the game described above repeated indefinitely many rounds. Under what condition on the discount factor, {eq}\delta = \frac{1}{(1 + r)}

{/eq}, can ""trust"" (i.e. the sender sends and the receiver returns in every round) be sustained as an equilibrium using a grim trigger strategy?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",The discount factor must be greater than or equal to 1/3,train
"
Question: Suppose that the price per unit of input {eq}A

{/eq} is {eq}2

{/eq} euros, the price per unit of input {eq}C

{/eq} is {eq}10

{/eq} euros and the price per unit of input {eq}K

{/eq} is {eq}24

{/eq} euros. What is the minimum cost of producing {eq}40

{/eq} units of output {eq}y

{/eq} for the firm if the firm's production function is {eq}Y = \min \{ A/4 ; 5C \} + 2K

{/eq}?

Answer the question and return in the following format:

<think>
...
</think>

<answer>
...
</answer>
",400,train
